================ Coverage for /Users/shurtj/Development/khoros/ ================
------------------------------ Detailed Coverage -------------------------------
| Name                                                                  |  Status |
|   get_env_variables (L71)                                             | COVERED |
|   _update_env_list (L85)                                              | COVERED |
|   _update_env_mapping (L102)                                          | COVERED |
|   update_env_variable_names (L118)                                    | COVERED |
|   _import_custom_names_file (L138)                                    | COVERED |
|-----------------------------------------------------------------------|---------|
| khoros/utils/helper.py (module)                                       | COVERED |
|   import_helper_file (L21)                                            | COVERED |
|   _convert_yaml_to_bool (L45)                                         | COVERED |
|   _get_connection_info (L56)                                          | COVERED |
|   _get_oauth2_info (L78)                                              | COVERED |
|   _get_session_auth_info (L94)                                        | COVERED |
|   _get_discussion_styles (L110)                                       | COVERED |
|   _get_construct_info (L124)                                          | COVERED |
|   get_helper_settings (L144)                                          | COVERED |
|   HelperParsing (L181)                                                | COVERED |
|-----------------------------------------------------------------------|---------|
| khoros/utils/version.py (module)                                      | COVERED |
|   get_full_version (L19)                                              | COVERED |
|   get_major_minor_version (L24)                                       | COVERED |
|   get_latest_stable (L29)                                             | COVERED |
|   latest_version (L38)                                                | COVERED |
|   warn_when_not_latest (L47)                                          | COVERED |
|-----------------------------------------------------------------------|---------|
| khoros/utils/tests/__init__.py (module)                               | COVERED |
|-----------------------------------------------------------------------|---------|
| khoros/utils/tests/test_board_creation.py (module)                    | COVERED |
|   set_package_path (L17)                                              | COVERED |
|   import_boards_module (L23)                                          | COVERED |
|   import_exceptions_module (L31)                                      | COVERED |
|   initialize_khoros_object (L39)                                      | COVERED |
|   get_required_fields (L50)                                           | COVERED |
|   get_dict_for_required_fields (L70)                                  | COVERED |
|   verify_data_fields (L85)                                            | COVERED |
|   test_required_fields (L106)                                         | COVERED |
|   test_valid_board_types (L118)                                       | COVERED |
|   test_no_arguments (L133)                                            | COVERED |
|   test_invalid_board_type (L140)                                      | COVERED |
|   test_description (L147)                                             | COVERED |
|-----------------------------------------------------------------------|---------|
| khoros/utils/tests/test_core_utils.py (module)                        | COVERED |
|   set_package_path (L15)                                              | COVERED |
|   import_core_utils (L21)                                             | COVERED |
|   test_url_encoding (L29)                                             | COVERED |
|   test_query_string_encoding (L40)                                    | COVERED |
|   test_numeric_eval (L54)                                             | COVERED |
|   _check_type_and_items (L64)                                         | COVERED |
|   test_convert_set (L74)                                              | COVERED |
|-----------------------------------------------------------------------|---------|
| khoros/utils/tests/test_helper_file.py (module)                       | COVERED |
|   set_package_path (L14)                                              | COVERED |
|   get_helper_path (L20)                                               | COVERED |
|   test_yaml_file (L29)                                                | COVERED |
|-----------------------------------------------------------------------|---------|
| khoros/utils/tests/test_library_import.py (module)                    | COVERED |
|   set_package_path (L14)                                              | COVERED |
|   import_pkg_operation (L21)                                          | COVERED |
|   test_library_import (L28)                                           | COVERED |
|-----------------------------------------------------------------------|---------|
| khoros/utils/tests/test_liql_where_parsing.py (module)                | COVERED |
|   set_package_path (L14)                                              | COVERED |
|   parse_where_clauses (L20)                                           | COVERED |
|   test_where_clause_parsing (L64)                                     | COVERED |
|-----------------------------------------------------------------------|---------|
| khoros/utils/tests/test_mentions.py (module)                          | COVERED |
|   set_package_path (L26)                                              | COVERED |
|   expected_content_response (L35)                                     | COVERED |
|   expected_user_response (L48)                                        | COVERED |
|   get_content_test_data (L60)                                         | COVERED |
|   get_user_test_data (L87)                                            | COVERED |
|   test_content_mention_with_all_arguments (L99)                       | COVERED |
|   test_content_mention_with_full_dict (L113)                          | COVERED |
|   test_content_mention_with_no_id_arg (L132)                          | COVERED |
|   test_content_mention_with_no_id_dict (L146)                         | COVERED |
|   test_content_mention_with_false_id_arg (L161)                       | COVERED |
|   test_content_mention_with_false_id_dict (L175)                      | COVERED |
|   test_bad_content_url (L194)                                         | COVERED |
|   test_relative_content_url_without_object (L216)                     | COVERED |
|   test_relative_content_url_with_object (L240)                        | COVERED |
|   test_user_mention_with_arguments (L272)                             | COVERED |
|   test_user_mention_with_dictionary (L285)                            | COVERED |
|   test_user_mention_with_args_no_object (L299)                        | COVERED |
|   test_user_mention_with_dictionary_no_object (L319)                  | COVERED |
|   test_user_mention_with_dict_and_object (L341)                       | COVERED |
|-----------------------------------------------------------------------|---------|
| khoros/utils/tests/test_node_id_extract.py (module)                   | COVERED |
|   set_package_path (L17)                                              | COVERED |
|   get_test_data (L23)                                                 | COVERED |
|   test_with_valid_node_types (L43)                                    | COVERED |
|   test_with_invalid_node_types (L65)                                  | COVERED |
|   test_with_only_url (L91)                                            | COVERED |
|   test_url_without_node (L111)                                        | COVERED |
|-----------------------------------------------------------------------|---------|

----------------------------------- Summary ------------------------------------
| Name                                          | Total | Miss | Cover | Cover% |
|-----------------------------------------------|-------|------|-------|--------|
| setup.py                                      |     1 |    0 |     1 |   100% |
| docs/conf.py                                  |     1 |    0 |     1 |   100% |
| khoros/__init__.py                            |     1 |    0 |     1 |   100% |
| khoros/api.py                                 |    25 |    0 |    25 |   100% |
| khoros/auth.py                                |     6 |    0 |     6 |   100% |
| khoros/core.py                                |   166 |    0 |   166 |   100% |
| khoros/liql.py                                |    11 |    0 |    11 |   100% |
| khoros/errors/__init__.py                     |     1 |    0 |     1 |   100% |
| khoros/errors/exceptions.py                   |    72 |    0 |    72 |   100% |
| khoros/errors/handlers.py                     |    11 |    0 |    11 |   100% |
| khoros/objects/__init__.py                    |     1 |    0 |     1 |   100% |
| khoros/objects/albums.py                      |     5 |    0 |     5 |   100% |
| khoros/objects/attachments.py                 |     5 |    0 |     5 |   100% |
| khoros/objects/base.py                        |     5 |    0 |     5 |   100% |
| khoros/objects/messages.py                    |    13 |    0 |    13 |   100% |
| khoros/objects/roles.py                       |     4 |    0 |     4 |   100% |
| khoros/objects/users.py                       |    39 |    0 |    39 |   100% |
| khoros/structures/__init__.py                 |     1 |    0 |     1 |   100% |
| khoros/structures/base.py                     |    11 |    0 |    11 |   100% |
| khoros/structures/boards.py                   |    12 |    0 |    12 |   100% |
| khoros/structures/categories.py               |    25 |    0 |    25 |   100% |
| khoros/structures/communities.py              |    23 |    0 |    23 |   100% |
| khoros/structures/grouphubs.py                |    16 |    0 |    16 |   100% |
| khoros/structures/nodes.py                    |    25 |    0 |    25 |   100% |
| khoros/studio/__init__.py                     |     1 |    0 |     1 |   100% |
| khoros/studio/base.py                         |     7 |    0 |     7 |   100% |
| khoros/utils/__init__.py                      |     1 |    0 |     1 |   100% |
| khoros/utils/core_utils.py                    |    19 |    0 |    19 |   100% |
| khoros/utils/environment.py                   |     8 |    0 |     8 |   100% |
| khoros/utils/helper.py                        |    10 |    0 |    10 |   100% |
| khoros/utils/version.py                       |     6 |    0 |     6 |   100% |
| khoros/utils/tests/__init__.py                |     1 |    0 |     1 |   100% |
| khoros/utils/tests/test_board_creation.py     |    13 |    0 |    13 |   100% |
| khoros/utils/tests/test_core_utils.py         |     8 |    0 |     8 |   100% |
| khoros/utils/tests/test_helper_file.py        |     4 |    0 |     4 |   100% |
| khoros/utils/tests/test_library_import.py     |     4 |    0 |     4 |   100% |
| khoros/utils/tests/test_liql_where_parsing.py |     4 |    0 |     4 |   100% |
| khoros/utils/tests/test_mentions.py           |    20 |    0 |    20 |   100% |
| khoros/utils/tests/test_node_id_extract.py    |     7 |    0 |     7 |   100% |
|-----------------------------------------------|-------|------|-------|--------|
| TOTAL                                         |   593 |    0 |   593 | 100.0% |
--------------- RESULT: PASSED (minimum: 80.0%, actual: 100.0%) ----------------
